Week,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee
19,Sun,12/01/2020,18:00 (17:00),Hellas Verona,2.6,2â€“1,0.8,Genoa,"14,849",Stadio Marc'Antonio Bentegodi,Maurizio Mariani
19,Sun,12/01/2020,20:45 (19:45),Roma,2.5,1â€“2,1.4,Juventus,"60,513",Stadio Olimpico,Marco Guida
19,Mon,13/01/2020,20:45 (19:45),Parma,1.6,2â€“0,1.1,Lecce,"15,258",Stadio Ennio Tardini,Michael Fabbri
20,Sat,18/01/2020,15:00 (14:00),Lazio,4.1,5â€“1,0.4,Sampdoria,"30,000",Stadio Olimpico,Daniele Chiffi
20,Sat,18/01/2020,18:00 (17:00),Sassuolo,1.2,2â€“1,0.8,Torino,"10,500",Stadio Città del Tricolore,Davide Massa
20,Sat,18/01/2020,20:45 (19:45),Napoli,0.8,0â€“2,1,Fiorentina,"22,219",Stadio San Paolo,Fabrizio Pasqua
20,Sun,19/01/2020,12:30 (11:30),Milan,2.5,3â€“2,1.4,Udinese,"56,107",Stadio Giuseppe Meazza,Luca Pairetto
20,Sun,19/01/2020,15:00 (14:00),Brescia,0.7,2â€“2,3.1,Cagliari,"12,133",Stadio Mario Rigamonti,Antonio Giua
20,Sun,19/01/2020,15:00 (14:00),Lecce,1.2,1â€“1,2,Inter,"25,966",Stadio Comunale Via Del Mare,Piero Giacomelli
20,Sun,19/01/2020,15:00 (14:00),Bologna,0.9,1â€“1,1.6,Hellas Verona,"20,697",Stadio Renato Dall'Ara,Giovanni Ayroldi
20,Sun,19/01/2020,18:00 (17:00),Genoa,1.2,1â€“3,2.3,Roma,"20,951",Stadio Comunale Luigi Ferraris,Fabio Maresca
20,Sun,19/01/2020,20:45 (19:45),Juventus,1.2,2â€“1,0.5,Parma,"37,790",Allianz Stadium,Marco Di Bello
20,Mon,20/01/2020,20:45 (19:45),Atalanta,1.8,1â€“2,1.3,SPAL,"16,636",Stadio Atleti Azzurri d'Italia,Federico La Penna
21,Fri,24/01/2020,20:45 (19:45),Brescia,1.4,0â€“1,2,Milan,"19,451",Stadio Mario Rigamonti,Paolo Valeri
21,Sat,25/01/2020,15:00 (14:00),SPAL,1.5,1â€“3,2,Bologna,"12,622",Stadio Paolo Mazza,Michael Fabbri
21,Sat,25/01/2020,18:00 (17:00),Fiorentina,0.9,0â€“0,1.6,Genoa,"32,903",Stadio Artemio Franchi,Daniele Orsato
21,Sat,25/01/2020,20:45 (19:45),Torino,0.6,0â€“7,5.2,Atalanta,"18,824",Stadio Olimpico di Torino,Marco Guida
21,Sun,26/01/2020,12:30 (11:30),Inter,2.1,1â€“1,0.6,Cagliari,"70,465",Stadio Giuseppe Meazza,Gianluca Manganiello
21,Sun,26/01/2020,15:00 (14:00),Parma,0.9,2â€“0,1.7,Udinese,"14,250",Stadio Ennio Tardini,Simone Sozza
21,Sun,26/01/2020,15:00 (14:00),Hellas Verona,2.1,3â€“0,0.5,Lecce,"15,425",Stadio Marc'Antonio Bentegodi,Rosario Abisso
21,Sun,26/01/2020,15:00 (14:00),Sampdoria,1.4,0â€“0,0.5,Sassuolo,"19,260",Stadio Comunale Luigi Ferraris,Marco Piccinini
21,Sun,26/01/2020,18:00 (17:00),Roma,1.6,1â€“1,0.6,Lazio,"59,902",Stadio Olimpico,Giampaolo Calvarese
21,Sun,26/01/2020,20:45 (19:45),Napoli,1.2,2â€“1,0.5,Juventus,"39,111",Stadio San Paolo,Maurizio Mariani
22,Sat,01/02/2020,15:00 (14:00),Bologna,1.9,2â€“1,0.9,Brescia,"21,665",Stadio Renato Dall'Ara,Daniele Doveri
22,Sat,01/02/2020,18:00 (17:00),Cagliari,2.8,2â€“2,1.5,Parma,"16,051",Sardegna Arena,Massimiliano Irrati
22,Sat,01/02/2020,20:45 (19:45),Sassuolo,3.2,4â€“2,2.9,Roma,"13,411",Stadio Città del Tricolore,Luca Pairetto
22,Sun,02/02/2020,12:30 (11:30),Juventus,2.9,3â€“0,0.6,Fiorentina,"40,171",Allianz Stadium,Fabrizio Pasqua
22,Sun,02/02/2020,15:00 (14:00),Lazio,2.6,5â€“1,1.3,SPAL,"4,000",Stadio Olimpico,Antonio Giua
22,Sun,02/02/2020,15:00 (14:00),Milan,1.3,1â€“1,0.8,Hellas Verona,"55,355",Stadio Giuseppe Meazza,Daniele Chiffi
22,Sun,02/02/2020,15:00 (14:00),Atalanta,2.3,2â€“2,1.3,Genoa,"18,755",Stadio Atleti Azzurri d'Italia,Davide Massa
22,Sun,02/02/2020,18:00 (17:00),Lecce,2.5,4â€“0,1,Torino,"21,947",Stadio Comunale Via Del Mare,Gianluca Rocchi
22,Sun,02/02/2020,20:45 (19:45),Udinese,0.9,0â€“2,2.7,Inter,"23,215",Dacia Arena,Marco Di Bello
22,Mon,03/02/2020,20:45 (19:45),Sampdoria,1.9,2â€“4,1.3,Napoli,"20,017",Stadio Comunale Luigi Ferraris,Federico La Penna
17,Wed,05/02/2020,20:45 (19:45),Lazio,1.3,0â€“0,1,Hellas Verona,"40,000",Stadio Olimpico,Rosario Abisso
23,Fri,07/02/2020,20:45 (19:45),Roma,1.1,2â€“3,1.8,Bologna,"31,808",Stadio Olimpico,Marco Guida
23,Sat,08/02/2020,15:00 (14:00),Fiorentina,0.5,1â€“2,1.7,Atalanta,"35,034",Stadio Artemio Franchi,Maurizio Mariani
23,Sat,08/02/2020,18:00 (17:00),Torino,0.5,1â€“3,2,Sampdoria,"20,664",Stadio Olimpico di Torino,Paolo Valeri
23,Sat,08/02/2020,20:45 (19:45),Hellas Verona,1.8,2â€“1,0.7,Juventus,"28,654",Stadio Marc'Antonio Bentegodi,Davide Massa
23,Sun,09/02/2020,12:30 (11:30),SPAL,1.4,1â€“2,2.2,Sassuolo,"12,988",Stadio Paolo Mazza,Piero Giacomelli
23,Sun,09/02/2020,15:00 (14:00),Genoa,1.2,1â€“0,1.1,Cagliari,"21,301",Stadio Comunale Luigi Ferraris,Giampaolo Calvarese
23,Sun,09/02/2020,15:00 (14:00),Napoli,3.4,2â€“3,1.7,Lecce,"40,825",Stadio San Paolo,Antonio Giua
23,Sun,09/02/2020,15:00 (14:00),Brescia,0.4,1â€“1,2.2,Udinese,"13,586",Stadio Mario Rigamonti,Marco Piccinini
23,Sun,09/02/2020,18:00 (17:00),Parma,0.6,0â€“1,1.6,Lazio,"17,859",Stadio Ennio Tardini,Marco Di Bello
23,Sun,09/02/2020,20:45 (19:45),Inter,1.4,4â€“2,2,Milan,"75,817",Stadio Giuseppe Meazza,Fabio Maresca
24,Sat,15/02/2020,15:00 (14:00),Lecce,1.7,2â€“1,1.3,SPAL,"24,129",Stadio Comunale Via Del Mare,Marco Guida
24,Sat,15/02/2020,18:00 (17:00),Bologna,0.5,0â€“3,1.5,Genoa,"21,513",Stadio Renato Dall'Ara,Davide Massa
24,Sat,15/02/2020,20:45 (19:45),Atalanta,1.3,2â€“1,0.5,Roma,"19,830",Stadio Atleti Azzurri d'Italia,Daniele Orsato
24,Sun,16/02/2020,12:30 (11:30),Udinese,0.9,0â€“0,1.1,Hellas Verona,"22,308",Dacia Arena,Eugenio Abbattista
24,Sun,16/02/2020,15:00 (14:00),Juventus,2.5,2â€“0,0.3,Brescia,"40,841",Allianz Stadium,Daniele Chiffi
24,Sun,16/02/2020,15:00 (14:00),Sassuolo,1.2,0â€“1,0.8,Parma,"12,099",Stadio Città del Tricolore,Maurizio Mariani
24,Sun,16/02/2020,15:00 (14:00),Sampdoria,2.1,1â€“5,3.2,Fiorentina,"20,284",Stadio Comunale Luigi Ferraris,Massimiliano Irrati
24,Sun,16/02/2020,18:00 (17:00),Cagliari,0.3,0â€“1,0.9,Napoli,"13,535",Sardegna Arena,Daniele Doveri
24,Sun,16/02/2020,20:45 (19:45),Lazio,1.6,2â€“1,0.8,Inter,"62,500",Stadio Olimpico,Gianluca Rocchi
24,Mon,17/02/2020,20:45 (19:45),Milan,0.9,1â€“0,0.4,Torino,"46,114",Stadio Giuseppe Meazza,Michael Fabbri
25,Fri,21/02/2020,20:45 (19:45),Brescia,1,1â€“2,1.2,Napoli,"14,703",Stadio Mario Rigamonti,Daniele Orsato
25,Sat,22/02/2020,15:00 (14:00),Bologna,1.3,1â€“1,0.5,Udinese,"21,523",Stadio Renato Dall'Ara,Fabrizio Pasqua
25,Sat,22/02/2020,18:00 (17:00),SPAL,1,1â€“2,2.2,Juventus,"15,262",Stadio Paolo Mazza,Federico La Penna
25,Sat,22/02/2020,20:45 (19:45),Fiorentina,1.9,1â€“1,0.7,Milan,"39,769",Stadio Artemio Franchi,Giampaolo Calvarese
25,Sun,23/02/2020,12:30 (11:30),Genoa,1.6,2â€“3,2,Lazio,"25,000",Stadio Comunale Luigi Ferraris,Fabio Maresca
25,Sun,23/02/2020,18:00 (17:00),Roma,3.8,4â€“0,0.8,Lecce,"34,293",Stadio Olimpico,Piero Giacomelli
26,Sat,29/02/2020,15:00 (14:00),Lazio,1.4,2â€“0,1.4,Bologna,"40,000",Stadio Olimpico,Rosario Abisso
26,Sat,29/02/2020,20:45 (19:45),Napoli,1.9,2â€“1,0.5,Torino,"23,586",Stadio San Paolo,Maurizio Mariani
26,Sun,01/03/2020,15:00 (14:00),Lecce,0.4,2â€“7,4.6,Atalanta,"21,344",Stadio Comunale Via Del Mare,Davide Massa
26,Sun,01/03/2020,18:00 (17:00),Cagliari,1.2,3â€“4,3.2,Roma,"14,848",Sardegna Arena,Marco Di Bello
