Week,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee
21,Sun,24/01/2021,17:00 (16:00),Rennes,0.8,0â€“1,1,Lille,,Roazhon Park,Eric Wattellier
21,Sun,24/01/2021,21:00 (20:00),Saint-Étienne,0.5,0â€“5,1.7,Lyon,,Stade Geoffroy-Guichard,Benoît Bastien
20,Wed,27/01/2021,21:00 (20:00),Lorient,1.2,3â€“2,0.9,Dijon,,Stade Yves Allainmat - Le Moustoir,Bastien Dechepy
22,Fri,29/01/2021,21:00 (20:00),Lyon,1.3,2â€“1,1.1,Bordeaux,,Groupama Stadium,Clément Turpin
22,Sat,30/01/2021,17:00 (16:00),Montpellier,1.4,1â€“2,0.8,Lens,,Stade de la Mosson,Amaury Delerue
22,Sun,31/01/2021,13:00 (12:00),Nice,0.5,0â€“1,1.1,Saint-Étienne,,Stade de Nice,Franck Schneider
22,Sun,31/01/2021,15:00 (14:00),Lorient,1.4,3â€“2,2.6,Paris S-G,,Stade Yves Allainmat - Le Moustoir,Jeremy Stinat
22,Sun,31/01/2021,15:00 (14:00),Strasbourg,1.2,0â€“1,1.3,Reims,,Stade de la Meinau,Stéphanie Frappart
22,Sun,31/01/2021,15:00 (14:00),Angers,1.5,3â€“1,0.5,Nîmes,,Stade Raymond Kopa,Ruddy Buquet
22,Sun,31/01/2021,15:00 (14:00),Brest,1.5,2â€“4,1.6,Metz,,Stade Francis-Le Blé, Benoît Millot
22,Sun,31/01/2021,17:00 (16:00),Lille,1.8,1â€“0,0.4,Dijon,,Stade Pierre-Mauroy,Jérémie Pignard
22,Sun,31/01/2021,21:00 (20:00),Nantes,0.8,1â€“2,1.5,Monaco,,Stade de la Beaujoire - Louis Fonteneau, Thomas Léonard
23,Wed,03/02/2021,19:00 (18:00),Reims,0.9,0â€“0,0.3,Angers,,Stade Auguste-Delaune II, Aurélien Petit
23,Wed,03/02/2021,19:00 (18:00),Rennes,1.5,1â€“1,0.9,Lorient,,Roazhon Park,Hakim Ben El Hadj Salem
23,Wed,03/02/2021,19:00 (18:00),Bordeaux,0.9,0â€“3,2.1,Lille,,Stade Matmut-Atlantique,Mikael Lesage
23,Wed,03/02/2021,19:00 (18:00),Strasbourg,0.6,2â€“2,0.9,Brest,,Stade de la Meinau,Florent Batta
23,Wed,03/02/2021,19:00 (18:00),Metz,0.7,1â€“1,1.1,Montpellier,,Stade Saint-Symphorien,Bastien Dechepy
23,Wed,03/02/2021,21:00 (20:00),Lens,1.5,2â€“2,1.7,Marseille,,Stade Bollaert-Delelis,Willy Delajod
23,Wed,03/02/2021,21:00 (20:00),Paris S-G,2,3â€“0,1.7,Nîmes,,Parc des Princes, François Letexier
23,Wed,03/02/2021,21:00 (20:00),Saint-Étienne,1.7,1â€“1,1.7,Nantes,,Stade Geoffroy-Guichard,Eric Wattellier
23,Wed,03/02/2021,21:00 (20:00),Dijon,1.5,0â€“1,2.5,Lyon,, Stade Gaston Gérard,Johan Hamel
23,Wed,03/02/2021,21:00 (20:00),Monaco,2.2,2â€“1,0.3,Nice,,Stade Louis II.,Jérôme Brisard
24,Sat,06/02/2021,17:00 (16:00),Lorient,0.8,1â€“0,1,Reims,,Stade Yves Allainmat - Le Moustoir, Thomas Léonard
24,Sat,06/02/2021,19:00 (18:00),Lyon,1.8,3â€“0,0.3,Strasbourg,,Groupama Stadium,Amaury Delerue
24,Sat,06/02/2021,21:00 (20:00),Lens,0.9,0â€“0,0.8,Rennes,,Stade Bollaert-Delelis,Jeremy Stinat
24,Sun,07/02/2021,13:00 (12:00),Brest,2.6,2â€“1,1,Bordeaux,,Stade Francis-Le Blé,Eric Wattellier
24,Sun,07/02/2021,15:00 (14:00),Montpellier,4.7,4â€“2,1.2,Dijon,,Stade de la Mosson,Franck Schneider
24,Sun,07/02/2021,15:00 (14:00),Nîmes,1.3,3â€“4,1.5,Monaco,,Stade des Costières,Clément Turpin
24,Sun,07/02/2021,15:00 (14:00),Nice,1.3,3â€“0,0.7,Angers,,Stade de Nice, Jérôme Miguelgorry
24,Sun,07/02/2021,15:00 (14:00),Saint-Étienne,0.7,1â€“0,0.2,Metz,,Stade Geoffroy-Guichard,Ruddy Buquet
24,Sun,07/02/2021,17:00 (16:00),Nantes,0.5,0â€“2,1.8,Lille,,Stade de la Beaujoire - Louis Fonteneau,Stéphanie Frappart
24,Sun,07/02/2021,21:00 (20:00),Marseille,0.5,0â€“2,1.1,Paris S-G,,Orange Vélodrome,Benoît Bastien
25,Sat,13/02/2021,17:00 (16:00),Paris S-G,2.3,2â€“1,1,Nice,,Parc des Princes,Jérémie Pignard
25,Sat,13/02/2021,19:00 (18:00),Reims,0.6,1â€“1,3.3,Lens,,Stade Auguste-Delaune II,Eric Wattellier
25,Sat,13/02/2021,21:00 (20:00),Lyon,3.3,1â€“2,1.6,Montpellier,,Groupama Stadium,Antony Gautier
25,Sun,14/02/2021,13:00 (12:00),Monaco,1.8,2â€“2,1.3,Lorient,,Stade Louis II., Benoît Millot
25,Sun,14/02/2021,15:00 (14:00),Metz,0.8,1â€“2,1.4,Strasbourg,,Stade Saint-Symphorien,Mikael Lesage
25,Sun,14/02/2021,15:00 (14:00),Angers,1.4,1â€“3,1.9,Nantes,,Stade Raymond Kopa, François Letexier
25,Sun,14/02/2021,15:00 (14:00),Dijon,0.6,0â€“2,1.9,Nîmes,, Stade Gaston Gérard, Aurélien Petit
25,Sun,14/02/2021,15:00 (14:00),Rennes,1.2,0â€“2,0.4,Saint-Étienne,,Roazhon Park,Florent Batta
25,Sun,14/02/2021,17:00 (16:00),Lille,0.6,0â€“0,0.1,Brest,,Stade Pierre-Mauroy,Bastien Dechepy
25,Sun,14/02/2021,21:00 (20:00),Bordeaux,1.3,0â€“0,0.2,Marseille,,Stade Matmut-Atlantique,Jérôme Brisard
11,Wed,17/02/2021,21:00 (20:00),Marseille,0.6,3â€“2,0.7,Nice,,Orange Vélodrome,Mikael Lesage
26,Fri,19/02/2021,21:00 (20:00),Brest,1.8,2â€“3,3.9,Lyon,,Stade Francis-Le Blé,Franck Schneider
26,Sat,20/02/2021,13:00 (12:00),Saint-Étienne,2.1,1â€“1,0.4,Reims,,Stade Geoffroy-Guichard,Antony Gautier
26,Sat,20/02/2021,17:00 (16:00),Nantes,1.3,1â€“1,0.5,Marseille,,Stade de la Beaujoire - Louis Fonteneau,Amaury Delerue
26,Sun,21/02/2021,13:00 (12:00),Montpellier,2.5,2â€“1,1.7,Rennes,,Stade de la Mosson,Clément Turpin
26,Sun,21/02/2021,15:00 (14:00),Nice,1.2,1â€“2,1.2,Metz,,Stade de Nice,Jeremy Stinat
26,Sun,21/02/2021,15:00 (14:00),Strasbourg,1.3,0â€“0,0.3,Angers,,Stade de la Meinau,Hakim Ben El Hadj Salem
26,Sun,21/02/2021,15:00 (14:00),Lens,0.9,2â€“1,0.7,Dijon,,Stade Bollaert-Delelis,Benoît Bastien
26,Sun,21/02/2021,15:00 (14:00),Nîmes,0.4,2â€“0,1.2,Bordeaux,,Stade des Costières,Willy Delajod
26,Sun,21/02/2021,17:00 (16:00),Lorient,0.3,1â€“4,1,Lille,,Stade Yves Allainmat - Le Moustoir,Johan Hamel
26,Sun,21/02/2021,21:00 (20:00),Paris S-G,0.6,0â€“2,0.7,Monaco,,Parc des Princes,Ruddy Buquet
21,Wed,24/02/2021,19:00 (18:00),Nîmes,1.2,1â€“0,0.5,Lorient,,Stade des Costières, Jérôme Miguelgorry
27,Fri,26/02/2021,21:00 (20:00),Rennes,1.2,1â€“2,2.1,Nice,,Roazhon Park,Johan Hamel
27,Sat,27/02/2021,13:00 (12:00),Bordeaux,0.7,1â€“2,1.7,Metz,,Stade Matmut-Atlantique, Aurélien Petit
27,Sat,27/02/2021,17:00 (16:00),Dijon,0.3,0â€“4,1.9,Paris S-G,, Stade Gaston Gérard,Mikael Lesage
27,Sun,28/02/2021,13:00 (12:00),Monaco,2.3,2â€“0,0.4,Brest,,Stade Louis II.,Jérémie Pignard
27,Sun,28/02/2021,15:00 (14:00),Nîmes,0.9,1â€“1,0.8,Nantes,,Stade des Costières,Florent Batta
27,Sun,28/02/2021,15:00 (14:00),Lorient,0.7,2â€“1,0.9,Saint-Étienne,,Stade Yves Allainmat - Le Moustoir,Stéphanie Frappart
27,Sun,28/02/2021,15:00 (14:00),Reims,0.6,0â€“0,0.5,Montpellier,,Stade Auguste-Delaune II, François Letexier
27,Sun,28/02/2021,15:00 (14:00),Angers,1.6,2â€“2,1.6,Lens,,Stade Raymond Kopa,Bastien Dechepy
27,Sun,28/02/2021,17:00 (16:00),Lille,0.8,1â€“1,1,Strasbourg,,Stade Pierre-Mauroy,Jérôme Brisard
27,Sun,28/02/2021,21:00 (20:00),Marseille,1.7,1â€“1,0.5,Lyon,,Orange Vélodrome, Benoît Millot
28,Wed,03/03/2021,19:00 (18:00),Nice,1.6,2â€“1,1.8,Nîmes,,Stade de Nice,Hakim Ben El Hadj Salem
28,Wed,03/03/2021,19:00 (18:00),Lyon,2.2,1â€“0,0.8,Rennes,,Groupama Stadium,Ruddy Buquet
28,Wed,03/03/2021,19:00 (18:00),Metz,0.8,0â€“1,1.1,Angers,,Stade Saint-Symphorien,Johan Hamel
28,Wed,03/03/2021,19:00 (18:00),Saint-Étienne,1.8,2â€“3,2.3,Lens,,Stade Geoffroy-Guichard,Amaury Delerue
28,Wed,03/03/2021,19:00 (18:00),Brest,1.1,3â€“1,0.5,Dijon,,Stade Francis-Le Blé,Jeremy Stinat
28,Wed,03/03/2021,21:00 (20:00),Bordeaux,0.6,0â€“1,0.9,Paris S-G,,Stade Matmut-Atlantique,Franck Schneider
28,Wed,03/03/2021,21:00 (20:00),Strasbourg,1,1â€“0,0.7,Monaco,,Stade de la Meinau,Eric Wattellier
28,Wed,03/03/2021,21:00 (20:00),Lille,2.1,2â€“0,0.1,Marseille,,Stade Pierre-Mauroy,Clément Turpin
28,Wed,03/03/2021,21:00 (20:00),Nantes,1.3,1â€“2,0.6,Reims,,Stade de la Beaujoire - Louis Fonteneau,Willy Delajod
28,Wed,03/03/2021,21:00 (20:00),Montpellier,1.1,1â€“1,1.8,Lorient,,Stade de la Mosson,Benoît Bastien
22,Wed,10/03/2021,19:00 (18:00),Marseille,0.8,1â€“0,0.5,Rennes,,Orange Vélodrome,Jérémie Pignard
29,Fri,12/03/2021,21:00 (20:00),Reims,0.8,1â€“1,1.8,Lyon,,Stade Auguste-Delaune II,Jérôme Brisard
29,Sat,13/03/2021,13:00 (12:00),Angers,0.3,0â€“1,0.7,Saint-Étienne,,Stade Raymond Kopa, Benoît Millot
29,Sat,13/03/2021,17:00 (16:00),Marseille,1.5,3â€“1,0.3,Brest,,Orange Vélodrome, Jérôme Miguelgorry
29,Sun,14/03/2021,13:00 (12:00),Nîmes,1.5,1â€“1,0.9,Montpellier,,Stade des Costières,Eric Wattellier
29,Sun,14/03/2021,15:00 (14:00),Rennes,1.3,1â€“0,0.7,Strasbourg,,Roazhon Park,Bastien Dechepy
29,Sun,14/03/2021,15:00 (14:00),Lens,2.2,2â€“2,1.4,Metz,,Stade Bollaert-Delelis,Florent Batta
29,Sun,14/03/2021,15:00 (14:00),Lorient,2.1,1â€“1,0.5,Nice,,Stade Yves Allainmat - Le Moustoir,Ruddy Buquet
29,Sun,14/03/2021,15:00 (14:00),Dijon,1.1,1â€“3,1.3,Bordeaux,, Stade Gaston Gérard, Thomas Léonard
29,Sun,14/03/2021,17:05 (16:05),Monaco,0.6,0â€“0,0.2,Lille,,Stade Louis II.,Stéphanie Frappart
29,Sun,14/03/2021,21:00 (20:00),Paris S-G,0.8,1â€“2,1.3,Nantes,,Parc des Princes,Karim Abed
30,Fri,19/03/2021,21:00 (20:00),Saint-Étienne,0.5,0â€“4,2.4,Monaco,,Stade Geoffroy-Guichard,Mikael Lesage
30,Sat,20/03/2021,13:00 (12:00),Metz,0.7,1â€“3,2.1,Rennes,,Stade Saint-Symphorien,Willy Delajod
30,Sat,20/03/2021,17:00 (16:00),Nice,2.5,3â€“0,0.4,Marseille,,Stade de Nice, François Letexier
30,Sun,21/03/2021,13:00 (12:00),Strasbourg,2,1â€“2,1.8,Lens,,Stade de la Meinau,Jeremy Stinat
30,Sun,21/03/2021,15:00 (14:00),Dijon,0.9,0â€“1,1.1,Reims,, Stade Gaston Gérard,Benoît Bastien
30,Sun,21/03/2021,15:00 (14:00),Nantes,1.4,1â€“1,1.4,Lorient,,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier
30,Sun,21/03/2021,15:00 (14:00),Montpellier,2.5,3â€“1,1.4,Bordeaux,,Stade de la Mosson,Hakim Ben El Hadj Salem
30,Sun,21/03/2021,15:00 (14:00),Brest,0.5,0â€“0,1,Angers,,Stade Francis-Le Blé, Aurélien Petit
30,Sun,21/03/2021,17:05 (16:05),Lille,1,1â€“2,0.6,Nîmes,,Stade Pierre-Mauroy,Franck Schneider
30,Sun,21/03/2021,21:00 (20:00),Lyon,0.7,2â€“4,2.1,Paris S-G,,Groupama Stadium,Clément Turpin
31,Sat,03/04/2021,13:00 (12:00),Monaco,2.8,4â€“0,0.4,Metz,,Stade Louis II.,Johan Hamel
31,Sat,03/04/2021,17:00 (16:00),Paris S-G,0.9,0â€“1,0.4,Lille,,Parc des Princes,Benoît Bastien
31,Sat,03/04/2021,21:00 (20:00),Lens,0.9,1â€“1,2.2,Lyon,,Stade Bollaert-Delelis, Benoît Millot
31,Sun,04/04/2021,13:00 (12:00),Angers,1.3,1â€“1,1.7,Montpellier,,Stade Raymond Kopa,Florent Batta
31,Sun,04/04/2021,15:00 (14:00),Nantes,1.4,1â€“2,2.1,Nice,,Stade de la Beaujoire - Louis Fonteneau,Stéphanie Frappart
31,Sun,04/04/2021,15:00 (14:00),Reims,1.2,2â€“2,1.8,Rennes,,Stade Auguste-Delaune II,Karim Abed
31,Sun,04/04/2021,15:00 (14:00),Lorient,1.5,1â€“0,0.5,Brest,,Stade Yves Allainmat - Le Moustoir,Bastien Dechepy
31,Sun,04/04/2021,15:00 (14:00),Bordeaux,2,2â€“3,2.1,Strasbourg,,Stade Matmut-Atlantique,Jérôme Brisard
31,Sun,04/04/2021,17:05 (16:05),Nîmes,1.7,0â€“2,1.9,Saint-Étienne,,Stade des Costières, Thomas Léonard
31,Sun,04/04/2021,21:00 (20:00),Marseille,1.3,2â€“0,0.2,Dijon,,Orange Vélodrome,Ruddy Buquet
32,Fri,09/04/2021,21:00 (20:00),Metz,1.8,0â€“2,0.6,Lille,,Stade Saint-Symphorien,Clément Turpin
32,Sat,10/04/2021,17:00 (16:00),Strasbourg,0.7,1â€“4,1.7,Paris S-G,,Stade de la Meinau,Jérémie Pignard
32,Sat,10/04/2021,21:00 (20:00),Montpellier,2.1,3â€“3,1.7,Marseille,,Stade de la Mosson,Jérôme Brisard
32,Sun,11/04/2021,13:00 (12:00),Rennes,0.7,1â€“0,0.3,Nantes,,Roazhon Park,Amaury Delerue
32,Sun,11/04/2021,15:00 (14:00),Saint-Étienne,2.9,4â€“1,1.6,Bordeaux,,Stade Geoffroy-Guichard,Franck Schneider
32,Sun,11/04/2021,15:00 (14:00),Lens,3.1,4â€“1,1.4,Lorient,,Stade Bollaert-Delelis,Eric Wattellier
32,Sun,11/04/2021,15:00 (14:00),Brest,2.3,1â€“1,0.9,Nîmes,,Stade Francis-Le Blé,Willy Delajod
32,Sun,11/04/2021,15:00 (14:00),Nice,0.6,0â€“0,0.5,Reims,,Stade de Nice,Jeremy Stinat
32,Sun,11/04/2021,17:05 (16:05),Monaco,3.4,3â€“0,0.9,Dijon,,Stade Louis II., Aurélien Petit
32,Sun,11/04/2021,21:00 (20:00),Lyon,3,3â€“0,0.9,Angers,,Groupama Stadium,Mikael Lesage
33,Fri,16/04/2021,21:00 (20:00),Lille,1.2,1â€“1,0.7,Montpellier,,Stade Pierre-Mauroy, Benoît Millot
33,Sat,17/04/2021,12:45 (11:45),Angers,0.9,0â€“3,1.5,Rennes,,Stade Raymond Kopa, Thomas Léonard
33,Sat,17/04/2021,17:00 (16:00),Marseille,1.9,3â€“2,1.8,Lorient,,Orange Vélodrome,Hakim Ben El Hadj Salem
33,Sun,18/04/2021,13:00 (12:00),Paris S-G,2.3,3â€“2,1,Saint-Étienne,,Parc des Princes,Ruddy Buquet
33,Sun,18/04/2021,15:00 (14:00),Brest,0.3,1â€“1,1.3,Lens,,Stade Francis-Le Blé,Karim Abed
33,Sun,18/04/2021,15:00 (14:00),Dijon,1.3,2â€“0,0.9,Nice,, Stade Gaston Gérard,Johan Hamel
33,Sun,18/04/2021,15:00 (14:00),Nîmes,1.4,1â€“1,1.2,Strasbourg,,Stade des Costières,Antony Gautier
33,Sun,18/04/2021,15:00 (14:00),Reims,0.9,0â€“0,0.4,Metz,,Stade Auguste-Delaune II, Jérôme Miguelgorry
33,Sun,18/04/2021,17:05 (16:05),Bordeaux,1.1,0â€“3,2.2,Monaco,,Stade Matmut-Atlantique, François Letexier
33,Sun,18/04/2021,21:00 (20:00),Nantes,0.9,1â€“2,2.3,Lyon,,Stade de la Beaujoire - Louis Fonteneau,Benoît Bastien
34,Fri,23/04/2021,21:00 (20:00),Reims,0.8,1â€“3,2.2,Marseille,,Stade Auguste-Delaune II,Eric Wattellier
34,Sat,24/04/2021,13:00 (12:00),Saint-Étienne,0.8,1â€“2,1.5,Brest,,Stade Geoffroy-Guichard,Florent Batta
34,Sat,24/04/2021,17:00 (16:00),Metz,0.5,1â€“3,2.7,Paris S-G,,Stade Saint-Symphorien,Willy Delajod
34,Sun,25/04/2021,13:00 (12:00),Nice,2.1,3â€“1,1.4,Montpellier,,Stade de Nice,Bastien Dechepy
34,Sun,25/04/2021,15:00 (14:00),Strasbourg,1.4,1â€“2,0.8,Nantes,,Stade de la Meinau,Ruddy Buquet
34,Sun,25/04/2021,15:00 (14:00),Rennes,3.5,5â€“1,1.1,Dijon,,Roazhon Park,Jeremy Stinat
34,Sun,25/04/2021,15:00 (14:00),Lens,0.4,2â€“1,1.4,Nîmes,,Stade Bollaert-Delelis, Aurélien Petit
34,Sun,25/04/2021,15:00 (14:00),Lorient,2.9,4â€“1,1,Bordeaux,,Stade Yves Allainmat - Le Moustoir,Jérémie Pignard
34,Sun,25/04/2021,17:05 (16:05),Angers,0.1,0â€“1,1.3,Monaco,,Stade Raymond Kopa,Hakim Ben El Hadj Salem
34,Sun,25/04/2021,21:00 (20:00),Lyon,0.8,2â€“3,2.1,Lille,,Groupama Stadium, François Letexier
35,Fri,30/04/2021,21:00 (20:00),Marseille,0.8,1â€“1,0.3,Strasbourg,,Orange Vélodrome,Stéphanie Frappart
35,Sat,01/05/2021,17:00 (16:00),Paris S-G,1.6,2â€“1,1.2,Lens,,Parc des Princes,Jérôme Brisard
35,Sat,01/05/2021,21:00 (20:00),Lille,1,2â€“0,0,Nice,,Stade Pierre-Mauroy,Amaury Delerue
35,Sun,02/05/2021,13:00 (12:00),Bordeaux,0.6,1â€“0,0.8,Rennes,,Stade Matmut-Atlantique,Antony Gautier
35,Sun,02/05/2021,15:00 (14:00),Dijon,1,1â€“5,1.7,Metz,, Stade Gaston Gérard,Franck Schneider
35,Sun,02/05/2021,15:00 (14:00),Lorient,1.8,2â€“0,0.8,Angers,,Stade Yves Allainmat - Le Moustoir,Willy Delajod
35,Sun,02/05/2021,15:00 (14:00),Nîmes,2.6,2â€“2,1,Reims,,Stade des Costières, Benoît Millot
35,Sun,02/05/2021,15:00 (14:00),Brest,1.7,1â€“4,2.2,Nantes,,Stade Francis-Le Blé,Mikael Lesage
35,Sun,02/05/2021,17:05 (16:05),Montpellier,0.9,1â€“2,3,Saint-Étienne,,Stade de la Mosson,Karim Abed
35,Sun,02/05/2021,21:00 (20:00),Monaco,2.5,2â€“3,1.8,Lyon,,Stade Louis II.,Clément Turpin
36,Fri,07/05/2021,21:00 (20:00),Lens,1,0â€“3,1.5,Lille,,Stade Bollaert-Delelis,Clément Turpin
36,Sat,08/05/2021,13:00 (12:00),Nantes,1.9,3â€“0,1.1,Bordeaux,,Stade de la Beaujoire - Louis Fonteneau, Benoît Millot
36,Sat,08/05/2021,17:00 (16:00),Lyon,4.2,4â€“1,0.6,Lorient,,Groupama Stadium,Mikael Lesage
36,Sun,09/05/2021,13:00 (12:00),Saint-Étienne,1.9,1â€“0,1.6,Marseille,,Stade Geoffroy-Guichard,Johan Hamel
36,Sun,09/05/2021,15:00 (14:00),Nice,1.8,3â€“2,0.7,Brest,,Stade de Nice, Thomas Léonard
36,Sun,09/05/2021,15:00 (14:00),Angers,1.7,3â€“0,0.5,Dijon,,Stade Raymond Kopa,Jérôme Brisard
36,Sun,09/05/2021,15:00 (14:00),Strasbourg,1.7,2â€“3,0.6,Montpellier,,Stade de la Meinau, Jérôme Miguelgorry
36,Sun,09/05/2021,15:00 (14:00),Metz,0.8,0â€“3,1.6,Nîmes,,Stade Saint-Symphorien, François Letexier
36,Sun,09/05/2021,17:05 (16:05),Reims,0.3,0â€“1,1.1,Monaco,,Stade Auguste-Delaune II,Antony Gautier
36,Sun,09/05/2021,21:00 (20:00),Rennes,1,1â€“1,1.9,Paris S-G,,Roazhon Park,Ruddy Buquet
37,Sun,16/05/2021,21:00 (20:00),Montpellier,0.3,0â€“0,1.6,Brest,,Stade de la Mosson, Aurélien Petit
37,Sun,16/05/2021,21:00 (20:00),Monaco,1,2â€“1,0.5,Rennes,,Stade Louis II.,Benoît Bastien
37,Sun,16/05/2021,21:00 (20:00),Dijon,0.9,0â€“4,2.3,Nantes,, Stade Gaston Gérard,Karim Abed
37,Sun,16/05/2021,21:00 (20:00),Nice,0.4,0â€“2,1.8,Strasbourg,,Stade de Nice,Mikael Lesage
37,Sun,16/05/2021,21:00 (20:00),Lorient,1.1,2â€“1,0.1,Metz,,Stade Yves Allainmat - Le Moustoir,Florent Batta
37,Sun,16/05/2021,21:00 (20:00),Bordeaux,2.3,3â€“0,1.1,Lens,,Stade Matmut-Atlantique,Eric Wattellier
37,Sun,16/05/2021,21:00 (20:00),Paris S-G,4.6,4â€“0,0.1,Reims,,Parc des Princes,Clément Turpin
37,Sun,16/05/2021,21:00 (20:00),Nîmes,1.1,2â€“5,2.7,Lyon,,Stade des Costières,Ruddy Buquet
37,Sun,16/05/2021,21:00 (20:00),Lille,0.9,0â€“0,0.4,Saint-Étienne,,Stade Pierre-Mauroy,Jérôme Brisard
37,Sun,16/05/2021,21:00 (20:00),Marseille,2.7,3â€“2,1.3,Angers,,Orange Vélodrome,Franck Schneider
38,Sun,23/05/2021,21:00 (20:00),Reims,0.8,1â€“2,1.2,Bordeaux,,Stade Auguste-Delaune II,Jérôme Brisard
38,Sun,23/05/2021,21:00 (20:00),Nantes,1.3,1â€“2,1,Montpellier,,Stade de la Beaujoire - Louis Fonteneau,Ruddy Buquet
38,Sun,23/05/2021,21:00 (20:00),Angers,0.9,1â€“2,1.3,Lille,,Stade Raymond Kopa,Benoît Bastien
38,Sun,23/05/2021,21:00 (20:00),Strasbourg,0.3,1â€“1,0.6,Lorient,,Stade de la Meinau,Stéphanie Frappart
38,Sun,23/05/2021,21:00 (20:00),Metz,1.1,1â€“1,1.2,Marseille,,Stade Saint-Symphorien,Hakim Ben El Hadj Salem
38,Sun,23/05/2021,21:00 (20:00),Rennes,1,2â€“0,1.1,Nîmes,,Roazhon Park,Willy Delajod
38,Sun,23/05/2021,21:00 (20:00),Saint-Étienne,1.7,0â€“1,1.4,Dijon,,Stade Geoffroy-Guichard,Antony Gautier
38,Sun,23/05/2021,21:00 (20:00),Lyon,1.9,2â€“3,1.6,Nice,,Groupama Stadium, Benoît Millot
38,Sun,23/05/2021,21:00 (20:00),Lens,0.5,0â€“0,1.8,Monaco,,Stade Bollaert-Delelis,Jérémie Pignard
38,Sun,23/05/2021,21:00 (20:00),Brest,0.9,0â€“2,2.6,Paris S-G,,Stade Francis-Le Blé,Mikael Lesage
