Week,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee
5,Sat,21/09/2019,18:30 (17:30),Atlético Madrid,1.1,0â€“0,0.4,Celta Vigo,"57,701",Estadio Wanda Metropolitano,Mario Melero
5,Sat,21/09/2019,21:00 (20:00),Granada,1.7,2â€“0,0.7,Barcelona,"18,880",Estadio Nuevo Los Cármenes,Guillermo Cuadra
5,Sun,22/09/2019,12:00 (11:00),Getafe,2,4â€“2,0.7,Mallorca,"11,338",Coliseum Alfonso Pérez,Santiago Jaime
5,Sun,22/09/2019,14:00 (13:00),Espanyol,1,1â€“3,1.1,Real Sociedad,"19,173",RCDE Stadium,Adrián Cordero
5,Sun,22/09/2019,16:00 (15:00),Valencia,1.4,1â€“1,0.9,Leganés,"39,014",Estadio de Mestalla,Javier Estrada
5,Sun,22/09/2019,18:30 (17:30),Athletic Club,2.3,2â€“0,0.5,Alavés,"45,143",San Mamés, Jesús Gil
5,Sun,22/09/2019,21:00 (20:00),Sevilla,0.4,0â€“1,0.9,Real Madrid,"42,354",Estadio Ramón Sánchez Pizjuán,Juan Martínez
6,Tue,24/09/2019,19:00 (18:00),Valladolid,1.3,1â€“1,0.4,Granada,"18,410",Estadio Municipal José Zorrilla, Valentín Pizarro
6,Tue,24/09/2019,20:00 (19:00),Betis,2.7,3â€“1,1.2,Levante,"44,560",Estadio Benito Villamarín,Eduardo Prieto
6,Tue,24/09/2019,21:00 (20:00),Barcelona,0.7,2â€“1,0.5,Villarreal,"70,316",Camp Nou,Ricardo de Burgos
6,Wed,25/09/2019,19:00 (18:00),Mallorca,0.5,0â€“2,1,Atlético Madrid,"19,348",Iberostar Estadi,Alejandro Hernández
6,Wed,25/09/2019,19:00 (18:00),Leganés,0.4,1â€“1,1.1,Athletic Club,"11,036",Estadio Municipal de Butarque,José González
6,Wed,25/09/2019,20:00 (19:00),Valencia,1.1,3â€“3,1.8,Getafe,"37,814",Estadio de Mestalla,José Luis Munuera
6,Wed,25/09/2019,21:00 (20:00),Real Madrid,1.2,2â€“0,0.1,Osasuna,"57,520",Estadio Santiago Bernabéu,Antonio Matéu Lahoz
6,Thu,26/09/2019,19:00 (18:00),Eibar,1.6,3â€“2,1.6,Sevilla,"5,434", Estadio Municipal de Ipurúa, Pablo González
6,Thu,26/09/2019,20:00 (19:00),Celta Vigo,0.6,1â€“1,1.4,Espanyol,"16,361",Estadio de Balaídos,José Sánchez
6,Thu,26/09/2019,21:00 (20:00),Real Sociedad,3.1,3â€“0,0.2,Alavés,"28,720",Estadio Municipal de Anoeta,David Medié
7,Fri,27/09/2019,21:00 (20:00),Villarreal,3,5â€“1,0.9,Betis,"18,135",Estadio de la Cerámica,Javier Estrada
7,Sat,28/09/2019,13:00 (12:00),Athletic Club,1.1,0â€“1,1.7,Valencia,"42,420",San Mamés,Mario Melero
7,Sat,28/09/2019,16:00 (15:00),Getafe,0.6,0â€“2,1.4,Barcelona,"15,135",Coliseum Alfonso Pérez, Jesús Gil
7,Sat,28/09/2019,18:30 (17:30),Granada,0.7,1â€“0,1.1,Leganés,"15,519",Estadio Nuevo Los Cármenes,Adrián Cordero
7,Sat,28/09/2019,21:00 (20:00),Atlético Madrid,0.5,0â€“0,0.4,Real Madrid,"68,032",Estadio Wanda Metropolitano,José González
7,Sun,29/09/2019,12:00 (11:00),Espanyol,1.1,0â€“2,1.5,Valladolid,"20,911",RCDE Stadium,Guillermo Cuadra
7,Sun,29/09/2019,14:00 (13:00),Eibar,0.8,2â€“0,0.9,Celta Vigo,"5,453", Estadio Municipal de Ipurúa,Juan Martínez
7,Sun,29/09/2019,16:00 (15:00),Alavés,1.8,2â€“0,0.1,Mallorca,"17,135",Estadio de Mendizorroza,Carlos del Cerro
7,Sun,29/09/2019,18:30 (17:30),Levante,1.3,1â€“1,1.1,Osasuna,"19,362",Estadio Ciudad de Valencia,César Soto
7,Sun,29/09/2019,21:00 (20:00),Sevilla,1.3,3â€“2,0.9,Real Sociedad,"37,414",Estadio Ramón Sánchez Pizjuán,Alberola Rojas
8,Fri,04/10/2019,21:00 (20:00),Betis,1.5,1â€“1,1.3,Eibar,"47,056",Estadio Benito Villamarín,Alejandro Hernández
8,Sat,05/10/2019,13:00 (12:00),Leganés,2.7,1â€“2,1.3,Levante,"10,160",Estadio Municipal de Butarque,José Luis Munuera
