Week,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee
20,Sun,02/02/2020,18:00 (17:00),Paderborn 07,1,2â€“4,1.5,Wolfsburg,"13,926",Benteler-Arena,Patrick Ittrich
21,Fri,07/02/2020,20:30 (19:30),Eint Frankfurt,2.3,5â€“0,0.5,Augsburg,"48,800",Commerzbank-Arena,Manuel GrÃ¤fe
21,Sat,08/02/2020,15:30 (14:30),Hertha BSC,0.7,1â€“3,2.2,Mainz 05,"35,049",Olympiastadion Berlin,Martin Petersen
21,Sat,08/02/2020,15:30 (14:30),Schalke 04,1.3,1â€“1,0.8,Paderborn 07,"61,614",Veltins-Arena,Felix Brych
21,Sat,08/02/2020,15:30 (14:30),Wolfsburg,1,1â€“1,0.8, Düsseldorf,"23,445",Volkswagen Arena,Tobias Stieler
21,Sat,08/02/2020,15:30 (14:30),Werder Bremen,1.3,0â€“2,1.4,Union Berlin,"42,100",Weserstadion,Daniel Schlager
21,Sat,08/02/2020,15:30 (14:30),Freiburg,1.7,1â€“0,1.5,Hoffenheim,"24,000",Schwarzwald-Stadion,Sven Jablonski
21,Sat,08/02/2020,18:30 (17:30),Leverkusen,1.5,4â€“3,0.8,Dortmund,"30,210",BayArena,Markus Schmidt
21,Sun,09/02/2020,18:00 (17:00),Bayern Munich,1.4,0â€“0,1.3,RB Leipzig,"75,000",Allianz Arena,Marco Fritz
22,Fri,14/02/2020,20:30 (19:30),Dortmund,1.2,4â€“0,0,Eint Frankfurt,"81,365",Signal Iduna Park,Bastian Dankert
22,Sat,15/02/2020,15:30 (14:30),Union Berlin,1.3,2â€“3,1,Leverkusen,"22,012",Stadion An der Alten Försterei,Harm Osmers
22,Sat,15/02/2020,15:30 (14:30),Hoffenheim,2.5,2â€“3,2.7,Wolfsburg,"22,506",PreZero Arena,Sören Storks
22,Sat,15/02/2020,15:30 (14:30),Paderborn 07,0.8,1â€“2,1.8,Hertha BSC,"14,687",Benteler-Arena,Bibiana Steinhaus
22,Sat,15/02/2020,15:30 (14:30),RB Leipzig,1.3,3â€“0,0.4,Werder Bremen,"41,308",Red Bull Arena,Benjamin Cortus
22,Sat,15/02/2020,15:30 (14:30),Augsburg,0.9,1â€“1,1.3,Freiburg,"26,822",WWK Arena,Patrick Ittrich
22,Sat,15/02/2020,18:30 (17:30), Düsseldorf,1,1â€“4,2.3,M'Gladbach,"51,000",Merkur Spielarena,Daniel Siebert
22,Sun,16/02/2020,15:30 (14:30), Köln,2.5,1â€“4,2.6,Bayern Munich,"50,000",RheinEnergieSTADION,Felix Zwayer
22,Sun,16/02/2020,18:00 (17:00),Mainz 05,1.3,0â€“0,0.8,Schalke 04,"27,482",Opel Arena,Guido Winkmann
23,Fri,21/02/2020,20:30 (19:30),Bayern Munich,2.6,3â€“2,1.3,Paderborn 07,"75,000",Allianz Arena,Markus Schmidt
23,Sat,22/02/2020,15:30 (14:30),Hertha BSC,0.6,0â€“5,2.6, Köln,"46,207",Olympiastadion Berlin,Daniel Schlager
23,Sat,22/02/2020,15:30 (14:30),Freiburg,0.9,0â€“2,0.8, Düsseldorf,"24,000",Schwarzwald-Stadion,Frank Willenborg
23,Sat,22/02/2020,15:30 (14:30),M'Gladbach,2.4,1â€“1,1.6,Hoffenheim,"50,250",Stadion im Borussia-Park,Felix Brych
23,Sat,22/02/2020,15:30 (14:30),Werder Bremen,0.2,0â€“2,1.1,Dortmund,"42,100",Weserstadion,Marco Fritz
23,Sat,22/02/2020,18:30 (17:30),Schalke 04,0.2,0â€“5,2.6,RB Leipzig,"61,433",Veltins-Arena,Sascha Stegemann
23,Sun,23/02/2020,15:30 (14:30),Leverkusen,0.9,2â€“0,0.6,Augsburg,"23,703",BayArena,Sven Jablonski
23,Sun,23/02/2020,18:00 (17:00),Wolfsburg,2.8,4â€“0,0.9,Mainz 05,"21,058",Volkswagen Arena,Benjamin Cortus
23,Mon,24/02/2020,20:30 (19:30),Eint Frankfurt,1.8,1â€“2,1.5,Union Berlin,"47,000",Commerzbank-Arena,Deniz Aytekin
24,Fri,28/02/2020,20:30 (19:30), Düsseldorf,1.4,3â€“3,2.9,Hertha BSC,"31,632",Merkur Spielarena,Tobias Stieler
24,Sat,29/02/2020,15:30 (14:30),Dortmund,1.6,1â€“0,1.1,Freiburg,"81,365",Signal Iduna Park,Robert Hartmann
24,Sat,29/02/2020,15:30 (14:30),Mainz 05,1,2â€“0,0.6,Paderborn 07,"24,231",Opel Arena,Harm Osmers
24,Sat,29/02/2020,15:30 (14:30),Augsburg,1.1,2â€“3,2.5,M'Gladbach,"29,303",WWK Arena,Markus Schmidt
24,Sat,29/02/2020,15:30 (14:30),Hoffenheim,0.4,0â€“6,3.5,Bayern Munich,"30,150",PreZero Arena,Christian Dingert
24,Sat,29/02/2020,18:30 (17:30), Köln,1.1,3â€“0,0.8,Schalke 04,"50,000",RheinEnergieSTADION,Manuel GrÃ¤fe
24,Sun,01/03/2020,13:30 (12:30),Union Berlin,0.6,2â€“2,1,Wolfsburg,"22,012",Stadion An der Alten Försterei,Bastian Dankert
24,Sun,01/03/2020,15:30 (14:30),RB Leipzig,0.6,1â€“1,1.3,Leverkusen,"41,216",Red Bull Arena,Felix Zwayer
25,Fri,06/03/2020,20:00 (19:00),Paderborn 07,0.6,1â€“2,2.5, Köln,"15,000",Benteler-Arena,Daniel Siebert
25,Sat,07/03/2020,15:30 (14:30),Wolfsburg,0.8,0â€“0,1.2,RB Leipzig,"27,195",Volkswagen Arena,Daniel Schlager
25,Sat,07/03/2020,15:30 (14:30),Freiburg,0.8,3â€“1,0.6,Union Berlin,"24,000",Schwarzwald-Stadion,Marco Fritz
25,Sat,07/03/2020,15:30 (14:30),Leverkusen,2.3,4â€“0,0.8,Eint Frankfurt,"30,210",BayArena,Felix Brych
25,Sat,07/03/2020,15:30 (14:30),Schalke 04,0.8,1â€“1,0.6,Hoffenheim,"58,324",Veltins-Arena,Sven Jablonski
25,Sat,07/03/2020,15:30 (14:30),Hertha BSC,1.1,2â€“2,0.9,Werder Bremen,"58,028",Olympiastadion Berlin,Guido Winkmann
25,Sat,07/03/2020,18:30 (17:30),M'Gladbach,2,1â€“2,0.7,Dortmund,"53,877",Stadion im Borussia-Park,Sascha Stegemann
25,Sun,08/03/2020,15:30 (14:30),Bayern Munich,2.9,2â€“0,0.7,Augsburg,"75,000",Allianz Arena,Bibiana Steinhaus
25,Sun,08/03/2020,18:00 (17:00),Mainz 05,0.8,1â€“1,1.9, Düsseldorf,"21,409",Opel Arena,Harm Osmers
