Week,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee
20,Sat,11/01/2020,20:00 (19:00),Amiens,0.8,1â€“2,0.9,Montpellier,"10,205",Stade de la Licorne,Karim Abed
20,Sat,11/01/2020,20:00 (19:00),Metz,1,1â€“0,1.5,Strasbourg,"18,079",Stade Saint-Symphorien, Jérôme Brisard
20,Sat,11/01/2020,20:00 (19:00),Toulouse,1,2â€“5,1.4,Brest,"13,666",Stadium Municipal,Hakim Ben El Hadj Salem
20,Sun,12/01/2020,17:00 (16:00),Dijon,1.2,1â€“0,1,Lille,"12,115",Stade Gaston Gérard,Franck Schneider
20,Sun,12/01/2020,21:00 (20:00),Paris S-G,2.4,3â€“3,2.6,Monaco,"47,580",Parc des Princes,Antony Gautier
12,Wed,15/01/2020,19:00 (18:00),Nîmes,0.3,0â€“1,0.8,Rennes,"12,388",Stade des Costières,Willy Delajod
15,Wed,15/01/2020,21:00 (20:00),Monaco,1,1â€“4,3.2,Paris S-G,"11,214",Stade Louis II.,François Letexier
21,Fri,24/01/2020,20:45 (19:45),Nice,2.6,1â€“1,2.3,Rennes,"15,199",Stade de Nice,Hakim Ben El Hadj Salem
21,Sat,25/01/2020,17:30 (16:30),Marseille,0.4,0â€“0,0.2,Angers,"55,761",Orange Vélodrome,Johan Hamel
21,Sat,25/01/2020,20:00 (19:00),Montpellier,2,2â€“1,0.5,Dijon,"11,129",Stade de la Mosson, Jérôme Miguelgorry
21,Sat,25/01/2020,20:00 (19:00),Monaco,0.9,1â€“3,1.2,Strasbourg,"4,800",Stade Louis II.,Eric Wattellier
21,Sat,25/01/2020,20:00 (19:00),Reims,0.5,0â€“1,0.9,Metz,"11,818",Stade Auguste-Delaune II, Jérémie Pignard
21,Sat,25/01/2020,20:00 (19:00),Saint-Étienne,2,2â€“1,0.7,Nîmes,"23,927",Stade Geoffroy-Guichard,Jeremy Stinat
21,Sat,25/01/2020,20:00 (19:00),Brest,1,2â€“1,1.1,Amiens,"12,866",Stade Francis-Le Blé, Thomas Léonard
21,Sun,26/01/2020,15:00 (14:00),Lyon,1.2,3â€“0,0.4,Toulouse,"42,582",Groupama Stadium,Antony Gautier
21,Sun,26/01/2020,17:00 (16:00),Nantes,0.2,0â€“1,0.9,Bordeaux,"29,839",Stade de la Beaujoire - Louis Fonteneau,Karim Abed
21,Sun,26/01/2020,21:00 (20:00),Lille,0.6,0â€“2,2.1,Paris S-G,"49,132",Stade Pierre-Mauroy,Amaury Delerue
22,Fri,31/01/2020,20:45 (19:45),Rennes,2.4,3â€“2,0.8,Nantes,"27,836",Roazhon Park, Benoît Millot
22,Sat,01/02/2020,17:30 (16:30),Paris S-G,2.6,5â€“0,0.2,Montpellier,"47,701",Parc des Princes, Jérôme Brisard
22,Sat,01/02/2020,20:00 (19:00),Angers,1.1,1â€“4,1.4,Reims,"8,467",Stade Raymond Kopa,Amaury Delerue
22,Sat,01/02/2020,20:00 (19:00),Strasbourg,1.6,1â€“2,1.3,Lille,"25,139",Stade de la Meinau,Stéphanie Frappart
22,Sat,01/02/2020,20:00 (19:00),Nîmes,2,3â€“1,0.7,Monaco,"12,580",Stade des Costières,Mikael Lesage
22,Sat,01/02/2020,20:00 (19:00),Amiens,0.4,0â€“0,0.4,Toulouse,"10,992",Stade de la Licorne,François Letexier
22,Sat,01/02/2020,20:00 (19:00),Dijon,0.9,3â€“0,1.4,Brest,"11,212",Stade Gaston Gérard,Olivier Thual
22,Sun,02/02/2020,15:00 (14:00),Nice,1.5,2â€“1,1.2,Lyon,"23,553",Stade de Nice,Benoît Bastien
22,Sun,02/02/2020,17:00 (16:00),Metz,0.8,3â€“1,1.7,Saint-Étienne,"15,636",Stade Saint-Symphorien,Antony Gautier
22,Sun,02/02/2020,21:00 (20:00),Bordeaux,1,0â€“0,0.5,Marseille,"36,196",Stade Matmut-Atlantique,Ruddy Buquet
23,Tue,04/02/2020,19:00 (18:00),Monaco,0.4,1â€“0,1,Angers,"3,585",Stade Louis II.,Jeremy Stinat
23,Tue,04/02/2020,19:00 (18:00),Lille,0.7,1â€“0,0.3,Rennes,"35,030",Stade Pierre-Mauroy,Johan Hamel
23,Tue,04/02/2020,21:05 (20:05),Nantes,2.6,1â€“2,3.3,Paris S-G,"34,307",Stade de la Beaujoire - Louis Fonteneau,Franck Schneider
23,Wed,05/02/2020,19:00 (18:00),Brest,1.8,1â€“1,1.1,Bordeaux,"13,034",Stade Francis-Le Blé,Willy Delajod
23,Wed,05/02/2020,19:00 (18:00),Lyon,0.3,0â€“0,0.3,Amiens,"36,670",Groupama Stadium, Jérôme Miguelgorry
23,Wed,05/02/2020,19:00 (18:00),Montpellier,0.4,1â€“1,1.6,Metz,"10,786",Stade de la Mosson,Hakim Ben El Hadj Salem
23,Wed,05/02/2020,19:00 (18:00),Reims,1.2,1â€“1,0.9,Nice,"11,384",Stade Auguste-Delaune II,Eric Wattellier
23,Wed,05/02/2020,19:00 (18:00),Nîmes,1.9,2â€“0,0.6,Dijon,"11,705",Stade des Costières,Florent Batta
23,Wed,05/02/2020,19:00 (18:00),Toulouse,0.8,0â€“1,1.2,Strasbourg,"16,596",Stadium Municipal,Karim Abed
23,Wed,05/02/2020,21:00 (20:00),Saint-Étienne,0.4,0â€“2,0.3,Marseille,"29,074",Stade Geoffroy-Guichard, Jérôme Brisard
24,Fri,07/02/2020,20:45 (19:45),Angers,0.5,0â€“2,1.7,Lille,"9,145",Stade Raymond Kopa,Benoît Bastien
24,Sat,08/02/2020,17:30 (16:30),Marseille,0.9,1â€“0,1.4,Toulouse,"53,995",Orange Vélodrome,Stéphanie Frappart
24,Sat,08/02/2020,20:00 (19:00),Nice,1,1â€“3,1.2,Nîmes,"15,603",Stade de Nice,Antony Gautier
24,Sat,08/02/2020,20:00 (19:00),Metz,0.7,1â€“2,1.9,Bordeaux,"15,054",Stade Saint-Symphorien,François Letexier
24,Sat,08/02/2020,20:00 (19:00),Dijon,1.4,3â€“3,0.6,Nantes,"11,780",Stade Gaston Gérard, Jérémie Pignard
24,Sat,08/02/2020,20:00 (19:00),Amiens,0.4,1â€“2,1.5,Monaco,"11,683",Stade de la Licorne,Olivier Thual
24,Sat,08/02/2020,20:00 (19:00),Rennes,0.8,0â€“0,0.7,Brest,"28,436",Roazhon Park,Ruddy Buquet
24,Sun,09/02/2020,15:00 (14:00),Montpellier,0.6,1â€“0,1.2,Saint-Étienne,"14,669",Stade de la Mosson,Amaury Delerue
24,Sun,09/02/2020,17:00 (16:00),Strasbourg,3,3â€“0,0.3,Reims,"25,241",Stade de la Meinau, Thomas Léonard
24,Sun,09/02/2020,21:00 (20:00),Paris S-G,1.7,4â€“2,1.1,Lyon,"47,000",Parc des Princes, Clément Turpin
25,Fri,14/02/2020,20:45 (19:45),Monaco,2.2,1â€“0,1.1,Montpellier,"4,384",Stade Louis II.,Ruddy Buquet
25,Sat,15/02/2020,17:30 (16:30),Amiens,1.5,4â€“4,2.8,Paris S-G,"12,964",Stade de la Licorne,Hakim Ben El Hadj Salem
25,Sat,15/02/2020,20:00 (19:00),Bordeaux,1.2,2â€“2,1,Dijon,"13,701",Stade Matmut-Atlantique,Mikael Lesage
25,Sat,15/02/2020,20:00 (19:00),Toulouse,2.3,0â€“2,1,Nice,"12,903",Stadium Municipal, Jérôme Miguelgorry
25,Sat,15/02/2020,20:00 (19:00),Nantes,1.3,0â€“0,0.2,Metz,"20,444",Stade de la Beaujoire - Louis Fonteneau,Jeremy Stinat
25,Sat,15/02/2020,20:00 (19:00),Nîmes,1.3,1â€“0,0.6,Angers,"12,417",Stade des Costières,Karim Abed
25,Sun,16/02/2020,15:00 (14:00),Lyon,1.1,1â€“1,1.2,Strasbourg,"45,141",Groupama Stadium,Johan Hamel
25,Sun,16/02/2020,17:00 (16:00),Brest,1.8,3â€“2,1.3,Saint-Étienne,"13,399",Stade Francis-Le Blé,Eric Wattellier
25,Sun,16/02/2020,17:00 (16:00),Reims,1.4,1â€“0,0.2,Rennes,"13,026",Stade Auguste-Delaune II,Florent Batta
25,Sun,16/02/2020,21:00 (20:00),Lille,1.1,1â€“2,1.4,Marseille,"47,314",Stade Pierre-Mauroy,Franck Schneider
26,Fri,21/02/2020,19:00 (18:00),Nice,1.5,2â€“2,0.8,Brest,"15,856",Stade de Nice, Jérémie Pignard
26,Fri,21/02/2020,20:45 (19:45),Metz,0.2,0â€“2,1.9,Lyon,"18,247",Stade Saint-Symphorien,Eric Wattellier
26,Sat,22/02/2020,17:30 (16:30),Marseille,0.8,1â€“3,0.7,Nantes,"60,430",Orange Vélodrome, Jérôme Miguelgorry
26,Sat,22/02/2020,20:00 (19:00),Lille,2.5,3â€“0,0.6,Toulouse,"37,034",Stade Pierre-Mauroy, Thomas Léonard
26,Sat,22/02/2020,20:00 (19:00),Dijon,1.7,1â€“1,2.3,Monaco,"13,657",Stade Gaston Gérard,François Letexier
26,Sat,22/02/2020,20:00 (19:00),Strasbourg,0.8,0â€“0,0,Amiens,"26,109",Stade de la Meinau,Amaury Delerue
26,Sat,22/02/2020,20:00 (19:00),Angers,1.2,1â€“0,1,Montpellier,"9,453",Stade Raymond Kopa,Antony Gautier
26,Sun,23/02/2020,15:00 (14:00),Saint-Étienne,0.4,1â€“1,1.1,Reims,"24,868",Stade Geoffroy-Guichard,Benoît Bastien
26,Sun,23/02/2020,17:00 (16:00),Rennes,2.8,2â€“1,0.4,Nîmes,"28,084",Roazhon Park,Stéphanie Frappart
26,Sun,23/02/2020,21:00 (20:00),Paris S-G,4.1,4â€“3,1.5,Bordeaux,"47,771",Parc des Princes,Willy Delajod
27,Fri,28/02/2020,20:45 (19:45),Nîmes,1.7,2â€“3,2,Marseille,"13,755",Stade des Costières, Clément Turpin
27,Sat,29/02/2020,17:30 (16:30),Paris S-G,5,4â€“0,0.3,Dijon,"47,542",Parc des Princes,Karim Abed
27,Sat,29/02/2020,20:00 (19:00),Brest,1,0â€“1,0.3,Angers,"13,313",Stade Francis-Le Blé,Florent Batta
27,Sat,29/02/2020,20:00 (19:00),Monaco,2.1,1â€“1,0.9,Reims,"4,237",Stade Louis II.,Hakim Ben El Hadj Salem
27,Sat,29/02/2020,20:00 (19:00),Montpellier,2.8,3â€“0,0.9,Strasbourg,"11,799",Stade de la Mosson,Mikael Lesage
27,Sat,29/02/2020,20:00 (19:00),Amiens,1.3,0â€“1,0.9,Metz,"12,375",Stade de la Licorne,Johan Hamel
27,Sat,29/02/2020,20:00 (19:00),Toulouse,0.9,0â€“2,1.3,Rennes,"13,301",Stadium Municipal,Jeremy Stinat
27,Sun,01/03/2020,15:00 (14:00),Nantes,0.3,0â€“1,2.1,Lille,"20,704",Stade de la Beaujoire - Louis Fonteneau,Willy Delajod
27,Sun,01/03/2020,17:00 (16:00),Bordeaux,1.7,1â€“1,0.5,Nice,"15,799",Stade Matmut-Atlantique, Benoît Millot
27,Sun,01/03/2020,21:00 (20:00),Lyon,2.4,2â€“0,0.6,Saint-Étienne,"52,772",Groupama Stadium,Franck Schneider
28,Fri,06/03/2020,21:00 (20:00),Marseille,1,2â€“2,2.1,Amiens,"49,748",Orange Vélodrome,François Letexier
28,Sat,07/03/2020,20:00 (19:00),Nice,1.1,2â€“1,1.1,Monaco,"21,001",Stade de Nice,Amaury Delerue
28,Sat,07/03/2020,20:00 (19:00),Angers,0.7,2â€“0,1.3,Nantes,"12,132",Stade Raymond Kopa,Stéphanie Frappart
28,Sat,07/03/2020,20:00 (19:00),Dijon,1,2â€“1,0.8,Toulouse,"12,549",Stade Gaston Gérard, Jérôme Brisard
28,Sat,07/03/2020,20:00 (19:00),Metz,1.6,2â€“1,1.5,Nîmes,"14,797",Stade Saint-Symphorien,Ruddy Buquet
28,Sat,07/03/2020,20:00 (19:00),Reims,2,1â€“0,1.2,Brest,"11,062",Stade Auguste-Delaune II,Karim Abed
28,Sun,08/03/2020,15:00 (14:00),Saint-Étienne,0.8,1â€“1,0.7,Bordeaux,"24,912",Stade Geoffroy-Guichard, Thomas Léonard
28,Sun,08/03/2020,17:00 (16:00),Rennes,3.2,5â€“0,0.8,Montpellier,"24,818",Roazhon Park, Jérémie Pignard
28,Sun,08/03/2020,21:00 (20:00),Lille,1.1,1â€“0,0.9,Lyon,"40,164",Stade Pierre-Mauroy,Benoît Bastien
